image_id,item_id,image_filename,scene_difficulty,ground_truth_label,yolo_label,yolo_confidence,vlm_triggered,vlm_label,yolo_label_correct,vlm_label_correct,notes
img_001,img_001_item_01,potato_salad_leftover_easy_001.webp,easy,馬鈴薯,,,,,,德式馬鈴薯沙拉 - 紅皮馬鈴薯塊為主體
img_001,img_001_item_02,potato_salad_leftover_easy_001.webp,easy,培根/肉類,,,,,,培根丁散布其中
img_001,img_001_item_03,potato_salad_leftover_easy_001.webp,easy,洋蔥,,,,,,切碎洋蔥混入沙拉中
img_001,img_001_item_04,potato_salad_leftover_easy_001.webp,easy,香草/香料,,,,,,荷蘭芹與細香蔥點綴
img_002,img_002_item_01,chicken_breast_easy_002.jpeg,easy,雞胸肉,,,,,,香煎椒鹽雞胸肉切片;淺藍圓盤;光線充足;單一食材
img_003,img_003_item_01,seafood_steamed_egg_hard_003.jpeg,hard,蛤蜊,,,,,,海鮮蒸蛋;小碗裝在藍色大盤上;多食材混合;蛤蜊殼遮擋蒸蛋
img_003,img_003_item_02,seafood_steamed_egg_hard_003.jpeg,hard,蒸蛋,,,,,,蒸蛋被蛤蜊覆蓋;僅部分可見
img_003,img_003_item_03,seafood_steamed_egg_hard_003.jpeg,hard,蟹管肉,,,,,,蟹管肉碎片散布;與蒸蛋顏色相近;不易辨識
img_004,img_004_item_01,shrimp_asparagus_easy_004.jpeg,easy,鮮蝦,,,,,,蝦仁清晰可見;白色圓盤;俯拍
img_004,img_004_item_02,shrimp_asparagus_easy_004.jpeg,easy,蘆筍,,,,,,蘆筍段清晰;綠色明顯
img_005,img_005_item_01,carrot_scrambled_egg_easy_005.png,easy,紅蘿蔔,,,,,,紅蘿蔔絲佔據盤面大部分;橘色明顯
img_005,img_005_item_02,carrot_scrambled_egg_easy_005.png,easy,炒蛋,,,,,,炒蛋在中央;黃色明顯;與紅蘿蔔對比清楚
img_006,img_006_item_01,mapo_tofu_easy_006.jpeg,easy,豆腐,,,,,,麻婆豆腐;白色碗;豆腐塊清晰可辨;俯拍
img_006,img_006_item_02,mapo_tofu_easy_006.jpeg,easy,蔥,,,,,,蔥花點綴於豆腐上方;綠色明顯
img_007,img_007_item_01,miso_pasta_hard_007.jpeg,hard,蒜頭,,,,,,日式味噌義大利麵;多種食材混合;蒜頭碎隱藏在麵條中;不易辨識
img_007,img_007_item_02,miso_pasta_hard_007.jpeg,hard,雞胸肉,,,,,,雞肉塊散布於麵條間;與麵條顏色相近;不易區分
img_007,img_007_item_03,miso_pasta_hard_007.jpeg,hard,白菜,,,,,,白菜葉混入麵條中;部分被覆蓋
img_007,img_007_item_04,miso_pasta_hard_007.jpeg,hard,義大利麵,,,,,,扁麵條為主體;中央有蛋黃
img_008,img_008_item_01,potato_broccoli_easy_008.jpeg,easy,烤馬鈴薯,,,,,,馬鈴薯切塊;金黃色;清晰可辨
img_008,img_008_item_02,potato_broccoli_easy_008.jpeg,easy,花椰菜,,,,,,綠花椰菜;深綠色;與馬鈴薯對比明顯
img_009,img_009_item_01,century_egg_tofu_hard_009.jpeg,hard,皮蛋,,,,,,雙椒皮蛋豆腐;皮蛋深綠色半透明;外觀特殊;YOLO 可能無法辨識
img_009,img_009_item_02,century_egg_tofu_hard_009.jpeg,hard,嫩豆腐,,,,,,白色嫩豆腐切塊;排列於盤中左側
img_009,img_009_item_03,century_egg_tofu_hard_009.jpeg,hard,青辣椒,,,,,,青辣椒切段;散布於豆腐與皮蛋上方
img_009,img_009_item_04,century_egg_tofu_hard_009.jpeg,hard,紅辣椒,,,,,,紅辣椒切段;紅色鮮明;與青辣椒混合
img_010,img_010_item_01,pepper_dried_tofu_easy_010.jpeg,easy,糯米椒,,,,,,糯米椒炒豆干;綠色糯米椒清晰可見
